id,active,status,first_name,last_name,team_code,team_id,position,height,weight,birth_date,age,depth_order,college,experience,injury_status,injury_body_part,injury_notes,injury_start_date,draftkings_name,fanduel_name,fantasydraft_name,yahoo_name,draftkings_player_id,fanduel_player_id,fantasyalarm_player_id,fantasydraft_player_id,rotowire_player_id,rotoworld_player_id,sportsdata_player_id,sportsdirect_player_id,sportsradar_player_id,stats_player_id,usatoday_player_id,yahoo_player_id,updated_at
104486,t,Active,Sal,Cannella,"",19,TE,"6''5'"",228,1996-12-02 00:00:00,24,0,Auburn,0,"","","",0001-01-01 00:00:00,,,,,,,,,14760,,23105,126539,,,8275185,33932,2021-08-05 00:01:40.896225
104550,t,Practice Squad,James,Murray,"",34,C,"6''5'"",304,0001-01-01 00:00:00,0,0,Holy Cross,0,,,,0001-01-01 00:00:00,,,,,,,,,,,23216,,,,,,0001-01-01 00:00:00
101007,f,Inactive,Hakeem,Butler,"",0,WR,"6''5'"",227,1996-05-16 00:00:00,25,14,Iowa State,2,,,,0001-01-01 00:00:00,Hakeem Butler,Hakeem Butler,Hakeem Butler,Hakeem Butler,882776,64175,306822,882776,13564,13955,21056,90304,,882776,8250344,31935,2021-11-19 15:11:34.397779
100000,t,Active,Camaron,Cheeseman,"",35,LS,"6''4'"",237,1998-04-26 00:00:00,23,0,Michigan,0,,,,0001-01-01 00:00:00,,,,,,,,,15652,,22930,121389,,,8274264,33613,2021-11-19 15:12:52.342262
103698,f,Inactive,Debione,Renfro,"",0,CB,"6''2'"",198,1999-01-19 00:00:00,22,3,Texas A&M,0,,,,0001-01-01 00:00:00,,,,,,,307812,,14492,,22106,128855,,,6493918,33270,2021-11-19 15:11:52.617128
103476,f,Inactive,Joshua,Holsey,"",0,CB,"5''11'"",197,1994-06-25 00:00:00,27,0,Auburn,2,,,,0001-01-01 00:00:00,,,,,,,305349,,12170,,19133,57750,,682545,2521045,30348,2021-09-29 00:03:58.760953
100738,t,Active,DeeJay,Dallas,"",30,RB,"5''10'"",217,1998-09-16 00:00:00,23,4,Miami (FL),2,,,,0001-01-01 00:00:00,DeeJay Dallas,DeeJay Dallas,,DeeJay Dallas,976309,94087,307784,,14410,,21804,130449,,,8249104,32814,2021-11-19 15:13:14.598006
100357,t,Active,Takkarist,McKinley,"",8,DE,"6''2'"",265,1995-11-02 00:00:00,26,2,UCLA,5,Questionable,Groin,McKinley was limited in practice on Thursday heading into Week 11 versus the Lions.,2021-10-28 00:00:00,Takkarist McKinley,,,Takkarist McKinley,,,304745,,11928,12232,18915,89691,,,8274784,30139,2021-11-19 15:12:12.266002
102994,f,Inactive,Lorenzo,Alexander,"",0,OLB,"6''2'"",275,1983-05-31 00:00:00,38,1,California,13,,,,0001-01-01 00:00:00,,,,,,,301763,,7166,3824,11940,14033,,,6082044,7569,2021-11-19 15:10:57.362588
101793,t,Practice Squad,Kion,Smith,"",19,OT,"6''5'"",295,1998-10-07 00:00:00,23,0,Fayetteville State,0,,,,0001-01-01 00:00:00,,,,,,,,,15760,,22972,182047,,,8274455,33743,2021-11-19 15:12:31.039682
102292,t,Active,Tyler,Lancaster,"",12,DE,"6''3'"",313,1994-11-04 00:00:00,27,2,Northwestern,4,,,,0001-01-01 00:00:00,,,,,,,306343,,13114,,20288,73871,,,8256786,31436,2021-11-19 15:13:19.736498
100397,t,Active,Henry,Black,"",12,S,"6''0'"",206,1997-01-03 00:00:00,24,2,Baylor,2,,,,0001-01-01 00:00:00,,,,,,,308533,,15070,,22269,93511,,,8256738,33222,2021-11-19 15:13:29.832136
104548,f,Inactive,Chris,Blewitt,"",0,K,"5''9'"",190,1995-05-02 00:00:00,26,1,Pittsburgh,1,,,,0001-01-01 00:00:00,Chris Blewitt,Chris Blewitt,,,742386,40668,306703,,13896,,21093,75797,,,8277293,31819,2021-11-19 15:11:34.78109
103969,f,Inactive,Curtis,Akins,"",0,OLB,"6''1'"",229,1995-09-28 00:00:00,26,0,Memphis,0,,,,0001-01-01 00:00:00,,,,,,,307505,,13923,,21529,82773,,,2826251,32462,2021-09-29 00:04:12.412659
100417,t,Practice Squad,JoJo,Natson,"",8,WR,"5''7'"",153,1994-02-01 00:00:00,27,2,Akron,5,,,,0001-01-01 00:00:00,JoJo Natson,JoJo Natson,JoJo Natson,JoJo Natson Jr.,693276,44280,304993,693276,12359,12660,19184,60536,,693276,8254249,30531,2021-11-19 15:12:31.239819
100075,f,Inactive,Quenton,Meeks,"",0,CB,"6''1'"",209,1996-06-20 00:00:00,25,0,Stanford,3,,,,0001-01-01 00:00:00,,,,,,,306136,,12614,,20148,91809,,884951,8275055,31270,2021-11-19 15:11:30.842498
100321,t,Active,Charles,Leno Jr.,"",35,OT,"6''3'"",307,1991-10-09 00:00:00,30,1,Boise State,8,,,,0001-01-01 00:00:00,,,,,,,302586,,9631,9725,16436,40712,,,8274276,27774,2021-11-19 15:12:44.318322
101439,t,Injured Reserve,Jabrill,Peppers,"",23,SS,"5''11'"",213,1995-10-04 00:00:00,26,0,Michigan,5,Out,Ankle/Knee,Peppers has been placed on Injured Reserve and will miss the remainder of the 2021-22 season.,2021-10-25 00:00:00,,,,,,,304850,,11714,12218,18902,83447,,,8251202,30138,2021-11-19 15:13:30.023763
103221,f,Inactive,Alexander,Myres,"",0,CB,"5''11'"",192,1996-04-20 00:00:00,25,0,Houston,1,,,,0001-01-01 00:00:00,,,,,,,307084,,14187,,21201,121321,,,8275302,32171,2021-11-19 15:11:37.824406
100080,t,Active,Zach,Kerr,"",1,DT,"6''2'"",334,1990-08-29 00:00:00,31,2,Delaware,8,,,,0001-01-01 00:00:00,,,,,,,302076,,9637,,16226,39788,,495347,8289075,27905,2021-11-19 15:13:33.211608
103052,f,Inactive,Jovahn,Fair,"",0,G,"6''2'"",315,0001-01-01 00:00:00,0,3,Temple,0,,,,0001-01-01 00:00:00,,,,,,,308660,,14807,,22294,92061,,,6284940,32950,2021-11-19 15:11:55.971884
100048,f,Inactive,Derrick,Willies,"",0,WR,"6''3'"",215,1994-10-17 00:00:00,27,12,Texas Tech,3,,,,0001-01-01 00:00:00,Derrick Willies,Derrick Willies,Derrick Willies,Derrick Willies,740743,40298,306295,740743,13138,13642,20477,123215,,740743,8254286,31462,2021-11-19 15:11:37.541823
103702,f,Inactive,Marshawn,Lynch,"",0,RB,"5''11'"",215,1986-04-22 00:00:00,35,0,California,13,,,,0001-01-01 00:00:00,Marshawn Lynch,Marshawn Lynch,Marshawn Lynch,Marshawn Lynch,269221,9371,300112,269221,5202,4186,12386,14113,,269221,6075689,8266,2021-11-19 15:10:57.713609
101130,t,Practice Squad,Mike,Daniels,"",7,DT,"6''0'"",310,1989-05-05 00:00:00,32,0,Iowa,11,,,,0001-01-01 00:00:00,Mike Daniels,,,Mike Daniels,399250,,302134,,8324,7584,14280,34525,,,8254316,25842,2021-11-19 15:12:58.590304
101834,t,Active,Jalen,Richard,"",25,RB,"5''8'"",205,1993-10-15 00:00:00,28,4,Southern Mississippi,6,Questionable,Ribs,Richard was limited in practice on Thursday heading into Week 11 versus the Bengals.,2021-11-14 00:00:00,Jalen Richard,Jalen Richard,Jalen Richard,Jalen Richard,693429,33578,304561,693429,11522,12049,18690,61057,,693429,8257432,30000,2021-11-19 15:12:44.962736
102303,t,Active,Sam,Mustipher,"",6,C,"6''2'"",311,1996-08-13 00:00:00,25,1,Notre Dame,2,,,,0001-01-01 00:00:00,,,,,,,307277,,14150,,20891,81276,,,8248796,32259,2021-11-19 15:12:40.371843
100549,t,Active,Trysten,Hill,"",9,DT,"6''3'"",308,1998-03-25 00:00:00,23,3,Central Florida,3,,,,0001-01-01 00:00:00,,,,,,,306759,,13514,,20803,121867,,,8250771,31890,2021-11-19 15:14:19.168195
101478,t,Injured Reserve,C.J.,Board,"",23,WR,"6''1'"",181,1993-12-12 00:00:00,27,3,Tennessee-Chattanooga,3,Out,Broken Arm,Board has been placed on Injured Reserve and will miss at least three weeks.,2021-10-17 00:00:00,C.J. Board,C.J. Board,C.J. Board,C.J. Board,695408,80281,304763,695408,12443,,19200,71381,,695408,8251021,30513,2021-11-19 15:13:51.016675
101371,t,Active,Christian,Blake,"",2,WR,"6''1'"",181,1996-06-08 00:00:00,25,3,Northern Illinois,3,,,,0001-01-01 00:00:00,Christian Blake,Christian Blake,Christian Blake,Christian Blake,837503,56580,306231,837503,13083,,20224,82524,,837503,8251365,31347,2021-11-19 15:14:15.25048
100044,t,Active,Alex,Mack,"",31,C,"6''4'"",311,1985-11-19 00:00:00,36,1,California,13,,,,0001-01-01 00:00:00,,,,,,,302353,,6054,5213,8485,14114,,,8274243,9285,2021-11-19 15:13:13.641705
102391,t,Active,Caleb,Johnson,"",6,LB,"6''2'"",220,1998-07-28 00:00:00,23,2,Houston Baptist,0,,,,0001-01-01 00:00:00,,,,,,,,,15724,,22942,176290,,,8274083,33907,2021-11-19 15:12:45.09248
102870,t,Practice Squad,Davontae,Harris,"",31,CB,"5''11'"",200,1995-01-21 00:00:00,26,0,Illinois State,4,,,,0001-01-01 00:00:00,,,,,,,305960,,12726,,19967,79088,,745203,8275384,31121,2021-11-19 15:13:14.331217
100056,t,Reserve/COVID-19,Ben,Roethlisberger,"",28,QB,"6''5'"",240,1982-03-02 00:00:00,39,3,Miami (OH),18,Out,COVID-19,Roethlisberger has been placed on the COVID-19 list and will need to pass through the league's health and safety protocols before being eligible to rejoin the team.,2021-11-13 00:00:00,Ben Roethlisberger,Ben Roethlisberger,Ben Roethlisberger,Ben Roethlisberger,246061,6589,302782,246061,3764,1181,3807,2753,,246061,8254026,6770,2021-11-19 15:14:34.946961
100077,t,Injured Reserve,Cameron,Batson,"",34,WR,"5''8'"",175,1995-12-20 00:00:00,25,3,Texas Tech,4,Out,Knee (ACL),Batson will miss the remainder of the 2021-2022 season.,2021-10-19 00:00:00,Cameron Batson,Cameron Batson,Cameron Batson,Cameron Batson,839009,57432,306459,839009,13206,,20372,84175,,839009,8254949,31623,2021-11-19 15:12:59.819282
101518,f,Inactive,Jake,Benzinger,"",0,OL,"6''7'"",295,1997-01-30 00:00:00,24,3,Wake Forest,1,,,,0001-01-01 00:00:00,,,,,,,308291,,15095,,22164,92450,,,8275386,33072,2021-11-19 15:12:05.599801
100122,t,Active,Blake,Lynch,"",20,LB,"6''3'"",225,1999-01-20 00:00:00,22,2,Baylor,2,,,,0001-01-01 00:00:00,,Blake Lynch,,,,60849,308547,,14906,,22352,93504,,,8248097,33034,2021-11-19 15:13:43.169094
100076,t,Active,Ola,Adeniyi,"",34,OLB,"6''1'"",248,1997-09-12 00:00:00,24,2,Toledo,4,,,,0001-01-01 00:00:00,,,,,,,306090,,12574,,20180,82294,,,8275023,31484,2021-11-19 15:13:11.859045
102574,t,Active,Mike,Danna,"",16,DE,"6''2'"",261,1997-12-01 00:00:00,23,2,Michigan,2,,,Danna was a full participant in practice on Friday heading into Week 2 versus the Ravens.,0001-01-01 00:00:00,,,,,,,308197,,14823,,22095,94299,,,8257228,32847,2021-11-19 15:14:29.256048
103089,f,Inactive,Daniel,Williams,"",0,WR,"6''2'"",234,1995-08-06 00:00:00,26,3,None,0,,,,0001-01-01 00:00:00,Daniel Williams,Daniel Williams,Daniel Williams,Dan Williams,753865,81605,305543,753865,12374,,19733,77058,,753865,4950,30938,2021-09-29 00:04:04.206807
104343,f,Inactive,Brandon,Thomas,"",0,G,"6''3'"",317,1991-02-18 00:00:00,30,0,Clemson,2,,,,0001-01-01 00:00:00,,,,,,,302456,,9440,,16677,39748,,,6082761,27628,2021-11-19 15:11:07.516159
103216,f,Inactive,J'Mon,Moore,"",0,WR,"6''3'"",205,1995-05-23 00:00:00,26,0,Missouri,2,,,,0001-01-01 00:00:00,J'Mon Moore,J'Mon Moore,J'Mon Moore,J'Mon Moore,744582,40866,305932,744582,12811,13181,19935,77436,,744582,8275344,31103,2021-11-19 15:11:28.218543
101996,t,Active,Robert,Jones,"",19,G,"6''4'"",322,1999-01-28 00:00:00,22,2,Middle Tennessee State,0,,,,0001-01-01 00:00:00,,,,,,,,,15500,,22891,141888,,,8274846,33825,2021-11-19 15:12:31.01216
100841,t,Active,Azeez,Al-Shaair,"",31,ILB,"6''2'"",228,1997-08-04 00:00:00,24,1,Florida Atlantic,3,,,,0001-01-01 00:00:00,,,,,,,307401,,13829,,21490,92025,,,8249546,32318,2021-11-19 15:13:15.577536
101735,f,Inactive,Marcus,Murphy,"",0,S,"6''1'"",200,1998-09-17 00:00:00,22,0,Mississippi State,0,"","","",0001-01-01 00:00:00,,,,,,,,,15235,,22936,135219,,,8274442,33736,2021-08-15 00:08:22.022638
100097,f,Inactive,Weston,Richburg,"",0,C,"6''4'"",290,1991-07-09 00:00:00,30,2,Colorado State,7,,,,0001-01-01 00:00:00,,,,,,,300321,,9431,9534,16400,42779,,,8249788,27571,2021-11-19 15:11:12.278018
101380,t,Practice Squad,Lamont,Gaillard,"",7,C,"6''3'"",305,1996-02-08 00:00:00,25,0,Georgia,3,,,,0001-01-01 00:00:00,,,,,,,306892,,13678,,20763,82795,,,8275347,32011,2021-11-19 15:12:59.657419
100565,t,Active,Nick,Chubb,"",8,RB,"5''11'"",227,1995-12-27 00:00:00,25,7,Georgia,4,,,,0001-01-01 00:00:00,Nick Chubb,Nick Chubb,Nick Chubb,Nick Chubb,822857,53562,305849,822857,12886,13161,19798,82767,,822857,8254117,31005,2021-11-19 15:12:31.562886
100449,t,Reserve/COVID-19,Josh,Metellus,"",20,S,"5''11'"",215,1998-01-21 00:00:00,23,2,Michigan,2,Out,COVID-19,Metellus has been placed on the Reserve/COVID-19 List and will need to pass through league health and safety protocols before being eligible to rejoin the team.,2021-11-16 00:00:00,,,,,,,307788,,14479,,21929,121455,,,8248118,32875,2021-11-19 15:13:32.152371
103058,f,Inactive,Bobby,Holly,"",0,FB,"6''1'"",252,1997-06-04 00:00:00,24,0,Louisiana Tech,0,,,,0001-01-01 00:00:00,Bobby Holly,Bobby Holly,,Bobby Holly,886302,65559,308666,,15092,,22309,120238,,,6497278,32984,2021-11-19 15:11:58.19546
101531,f,Inactive,Lano,Hill,"",0,SS,"6''1'"",216,1995-11-26 00:00:00,26,0,Michigan,5,,,,0001-01-01 00:00:00,Delano Hill,,,Delano Hill,,,305289,,11992,,18987,76626,,,8274536,30208,2021-11-19 15:11:17.668462
103171,f,Inactive,John,Houston,"",0,LB,"6''3'"",220,1997-06-25 00:00:00,24,2,USC,0,,,,0001-01-01 00:00:00,,,,,,,308434,,14987,,22396,91478,,,6196162,32933,2021-11-19 15:11:59.747353
101581,t,Active,Kylen,Granson,"",14,TE,"6''2'"",242,1998-03-27 00:00:00,23,3,Southern Methodist,0,,,,0001-01-01 00:00:00,Kylen Granson,Kylen Granson,,Kylen Granson,921050,71143,,,15245,,22823,121895,,,8275083,33515,2021-11-19 15:12:33.266249
100101,t,Active,Chris,Jones,"",34,CB,"6''0'"",200,1995-08-13 00:00:00,26,3,Nebraska,3,,,,0001-01-01 00:00:00,,,,,,,306334,,13196,,20711,81403,,,8275047,31636,2021-11-19 15:13:12.093745
100113,f,Inactive,David,DeCastro,"",0,G,"6''5'"",316,1990-01-11 00:00:00,31,1,Stanford,10,,,,0001-01-01 00:00:00,,,,,,,302537,,8123,7412,14650,42578,,,8253945,25734,2021-11-19 15:11:00.213133
104231,f,Inactive,Jordan,Smallwood,"",0,WR,"6''2'"",203,1995-01-18 00:00:00,26,4,Oklahoma,1,,,,0001-01-01 00:00:00,Jordan Smallwood,Jordan Smallwood,Jordan Smallwood,Jordan Smallwood,747997,41457,306576,747997,13349,,20591,74458,,747997,2531481,31525,2021-09-29 00:03:53.882756
101038,t,Active,Jalyn,Holmes,"",22,DE,"6''5'"",283,1996-01-25 00:00:00,25,3,Ohio State,4,,,,0001-01-01 00:00:00,,,,,,,305942,,12812,,19911,80902,,,8275878,31072,2021-11-19 15:14:06.826309
101379,t,Active,Zach,Allen,"",1,DE,"6''4'"",281,1997-08-20 00:00:00,24,3,Boston College,3,,,,0001-01-01 00:00:00,,,,,,,306785,,13742,,20738,90167,,,8249270,31897,2021-11-19 15:13:19.831762
100091,t,Active,Blake,Hance,"",8,G,"6''5'"",310,1996-01-11 00:00:00,25,1,Northwestern,2,,,,0001-01-01 00:00:00,,,,,,,306977,,13995,,21217,82707,,,8254183,32414,2021-11-19 15:12:33.475109
100829,t,Active,Cordarrelle,Patterson,"",2,RB,"6''2'"",238,1991-03-17 00:00:00,30,5,Tennessee,9,Questionable,Ankle,Week 12,2021-11-15 00:00:00,Cordarrelle Patterson,Cordarrelle Patterson,Cordarrelle Patterson,Cordarrelle Patterson,690153,30733,301252,690153,8792,8327,15150,61275,,690153,8274448,26652,2021-11-19 15:14:04.018906
103222,f,Inactive,Dravon,Askew-Henry,"",0,SS,"6''0'"",202,1995-10-24 00:00:00,26,3,West Virginia,1,,,,0001-01-01 00:00:00,,,,,,,307076,,14195,,21202,84901,,,6495169,32165,2021-11-19 15:11:37.855226
100835,t,Active,Robert,Spillane,"",28,ILB,"6''1'"",229,1995-12-14 00:00:00,25,2,Western Michigan,3,,,,0001-01-01 00:00:00,,,,,,,306614,,13306,,20646,82210,,,8254043,31708,2021-11-19 15:14:42.034491
101028,t,Active,Joe,Bachie,"",7,LB,"6''2'"",231,1998-02-26 00:00:00,23,3,Michigan State,1,,,,0001-01-01 00:00:00,,,,,,,307821,,14735,,21913,121150,,,8274799,33108,2021-11-19 15:13:01.221977
100094,f,Inactive,Alexander,Hollins,"",0,WR,"6''1'"",166,1996-11-24 00:00:00,25,15,Eastern Illinois,2,,,,0001-01-01 00:00:00,Alexander Hollins,Alexander Hollins,Alexander Hollins,Alexander Hollins,1050926,103902,307204,1050926,14049,,21312,131981,,1050926,8254202,32143,2021-11-19 15:11:39.178801
103687,f,Inactive,Charles,Tapper,"",0,DE,"6''3'"",270,1993-05-07 00:00:00,28,0,Oklahoma,3,,,,0001-01-01 00:00:00,,,,,,,304027,,10954,,18024,56567,,,6082263,29335,2021-11-19 15:11:19.780604
102872,f,Inactive,Billy,Winn,"",0,DE,"6''4'"",295,1989-04-15 00:00:00,32,3,Boise State,7,,,,0001-01-01 00:00:00,,,,,,,302143,,8160,,13911,37580,,381799,8256867,25915,2021-11-19 15:10:58.807435
101736,t,Active,JR,Pace,"",2,S,"6''1'"",190,1998-10-06 00:00:00,22,3,Northwestern,0,,,,0001-01-01 00:00:00,,,,,,,,,15758,,22937,129120,,,8274447,33739,2021-08-30 00:03:29.132846
101607,t,Practice Squad,Joe,Giles-Harris,"",4,ILB,"6''2'"",234,1997-04-01 00:00:00,24,0,Duke,2,,,,0001-01-01 00:00:00,,,,,,,307043,,13492,,20772,91017,,,8274905,32091,2021-11-19 15:12:20.175714
100543,t,Active,Deebo,Samuel,"",31,WR,"6''0'"",215,1996-01-15 00:00:00,25,1,South Carolina,3,Questionable,Shin,Samuel was limited in practice on Thursday heading into Week 11 versus the Jaguars.,2021-11-17 00:00:00,Deebo Samuel,Deebo Samuel,Deebo Samuel,Deebo Samuel,835749,56018,306780,835749,13429,14059,20932,81136,,835749,8249798,31868,2021-11-19 15:13:20.372018
103773,f,Inactive,Dwayne,Harris,"",0,WR,"5''10'"",215,1987-09-16 00:00:00,34,0,East Carolina,11,,,,0001-01-01 00:00:00,Dwayne Harris,Dwayne Harris,Dwayne Harris,Dwayne Harris,324534,14358,301065,324534,7385,6683,13117,28509,,324534,8248733,24963,2021-11-19 15:10:59.864276
103762,f,Inactive,Jonathan,Celestin,"",0,ILB,"6''0'"",228,1995-11-21 00:00:00,26,3,None,1,,,,0001-01-01 00:00:00,,,,,,,306667,,13381,13909,20687,83931,,,8275181,31780,2021-11-19 15:11:39.882622
102185,t,Active,Isaiah,McKenzie,"",4,WR,"5''8'"",173,1995-04-09 00:00:00,26,2,Georgia,5,,,,0001-01-01 00:00:00,Isaiah McKenzie,Isaiah McKenzie,Isaiah McKenzie,Isaiah McKenzie,823040,53639,304883,823040,11866,12380,19043,82845,,823040,8257522,30285,2021-11-19 15:12:26.200737
100114,f,Inactive,Vince,Williams,"",0,ILB,"6''1'"",233,1989-12-27 00:00:00,31,1,Florida State,9,,,,0001-01-01 00:00:00,Vince Williams,,,Vince Williams,,,301710,,8970,,14975,36080,,,8254080,26829,2021-11-19 15:11:03.672419
103254,f,Inactive,Tanner,Lee,"",0,QB,"6''4'"",218,1995-02-14 00:00:00,26,4,None,1,,,,0001-01-01 00:00:00,Tanner Lee,Tanner Lee,Tanner Lee,Tanner Lee,729555,39179,306018,729555,12491,,20025,73815,,729555,2399630,31173,2021-09-29 00:04:07.214112
101226,t,Active,Justin,Reid,"",13,SS,"6''1'"",203,1997-02-15 00:00:00,24,1,Stanford,4,,,,0001-01-01 00:00:00,,,,,,,305870,,12606,13133,19866,91811,,,8254924,31038,2021-11-19 15:13:04.168643
101769,t,Active,Cory,Littleton,"",25,ILB,"6''3'"",228,1993-11-18 00:00:00,28,1,Washington,6,,,,0001-01-01 00:00:00,,,,,,,304528,,11113,11826,18559,61583,,,8257407,29718,2021-11-19 15:12:51.383693
103271,f,Inactive,Jack,Cichy,"",0,ILB,"6''2'"",238,1996-05-05 00:00:00,25,2,Wisconsin,3,,,,0001-01-01 00:00:00,,,,,,,306044,,12528,,20046,72508,,,8257073,31172,2021-11-19 15:11:29.53711
101666,t,Active,Nico,Collins,"",13,WR,"6''4'"",215,1999-03-19 00:00:00,22,1,Michigan,0,,,,0001-01-01 00:00:00,Nico Collins,Nico Collins,,Nico Collins,1074698,91419,,,15200,,21756,131344,,,8274980,33477,2021-11-19 15:13:06.053103
102140,t,Active,Marcus,Johnson,"",34,WR,"6''1'"",207,1994-08-05 00:00:00,27,1,Texas,5,,,,0001-01-01 00:00:00,Marcus Johnson,Marcus Johnson,Marcus Johnson,Marcus Johnson,691348,32235,304220,691348,11534,,18209,61324,,691348,8254994,29678,2021-11-19 15:13:10.565699
